Date,Action,Price,Amount_USD,Shares,Cash,Total_Value,Type
2026-04-13,GAP_BUY,15.863631826101797,5.0,15.045070920619565,70.0,308.66946588229916,Bearish Gap x1
2026-04-14,INTRADAY_SELL,16.05498700408543,10.0,14.42221149398438,80.0,311.5484181060907,Volatility Spike
2026-04-15,INTRADAY_BUY,16.085014915722027,5.0,14.733059822456418,75.0,311.9814869984364,Volatility Dip
2026-04-16,INTRADAY_SELL,16.31329911399111,10.0,14.120063031916148,85.0,315.3448117480564,Volatility Spike
2026-04-17,INTRADAY_SELL,16.47225924411584,10.0,13.512981765661054,95.0,317.5893388049791,Volatility Spike
2026-04-21,INTRADAY_BUY,16.700347844249787,5.0,13.812376727169092,90.0,320.6714958995443,Volatility Dip
2026-04-22,INTRADAY_BUY,16.522158690431034,5.0,14.115000621157945,85.0,318.2102801783042,Volatility Dip
2026-04-23,INTRADAY_BUY,16.433064120537562,5.0,14.419265240545096,80.0,316.952710268916,Volatility Dip
2026-04-24,INTRADAY_SELL,16.51544199760804,10.0,13.813771303328743,90.0,318.14053872834825,Volatility Spike
2026-04-27,INTRADAY_SELL,16.715630548241204,10.0,13.21552883971721,100.0,320.90589758433964,Volatility Spike
2026-04-28,INTRADAY_SELL,16.735647338533955,10.0,12.618001908268617,110.0,321.17043005373205,Volatility Spike
2026-04-29,GAP_BUY,16.657367065700345,5.0,12.91816939453934,105.0,320.1826894217378,Bearish Gap x1
2026-04-30,INTRADAY_SELL,16.625546059299502,10.0,12.31668539128722,115.0,319.771620270747,Volatility Spike
2026-05-01,INTRADAY_BUY,16.59145409327983,5.0,12.618045354789466,110.0,319.3517202509122,Volatility Dip
